time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-27 00:00:00+00:00,1,1,10.0,2.0
2025-06-28 00:00:00+00:00,7,7,11.0,2.0
2025-06-29 00:00:00+00:00,3,3,,
2025-06-30 00:00:00+00:00,6,6,28.0,3.0
2025-07-01 00:00:00+00:00,14,14,22.0,4.0
2025-07-02 00:00:00+00:00,9,9,46.0,13.0
2025-07-03 00:00:00+00:00,22,11,22.0,4.0
2025-07-04 00:00:00+00:00,6,6,3.0,3.0
2025-07-05 00:00:00+00:00,5,5,6.0,3.0
2025-07-06 00:00:00+00:00,8,8,5.0,5.0
2025-07-07 00:00:00+00:00,6,6,23.0,9.0
2025-07-08 00:00:00+00:00,11,10,13.0,3.0
2025-07-09 00:00:00+00:00,19,17,8.0,3.0
2025-07-10 00:00:00+00:00,42,11,14.0,5.0
