time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,13.0,13.0,3.0,2.0
2025-09-30 00:00:00+00:00,6.0,6.0,43.0,8.0
2025-10-01 00:00:00+00:00,5.0,5.0,5.0,3.0
2025-10-02 00:00:00+00:00,2.0,2.0,9.0,8.0
2025-10-03 00:00:00+00:00,2.0,2.0,7.0,5.0
2025-10-04 00:00:00+00:00,4.0,4.0,,
2025-10-05 00:00:00+00:00,3.0,3.0,2.0,2.0
2025-10-06 00:00:00+00:00,27.0,16.0,10.0,4.0
2025-10-07 00:00:00+00:00,17.0,17.0,6.0,3.0
2025-10-08 00:00:00+00:00,3.0,3.0,5.0,2.0
2025-10-09 00:00:00+00:00,26.0,12.0,9.0,8.0
2025-10-10 00:00:00+00:00,6.0,6.0,26.0,5.0
2025-10-11 00:00:00+00:00,7.0,7.0,3.0,3.0
2025-10-12 00:00:00+00:00,,,6.0,3.0
