time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-05 00:00:00+00:00,101,29,23,8
2026-02-06 00:00:00+00:00,280,73,102,24
2026-02-07 00:00:00+00:00,42,15,4,4
2026-02-08 00:00:00+00:00,15,11,3,2
2026-02-09 00:00:00+00:00,2193,60,45,21
2026-02-10 00:00:00+00:00,149,43,59,13
2026-02-11 00:00:00+00:00,252,54,8,7
2026-02-12 00:00:00+00:00,225,50,12,7
2026-02-13 00:00:00+00:00,282,59,52,4
2026-02-14 00:00:00+00:00,29,11,12,6
2026-02-15 00:00:00+00:00,15,9,71,6
2026-02-16 00:00:00+00:00,417,67,22,4
2026-02-17 00:00:00+00:00,272,54,52,13
2026-02-18 00:00:00+00:00,189,30,10,10
