time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-14 00:00:00+00:00,25.0,8.0,5.0,5.0
2025-06-15 00:00:00+00:00,5.0,5.0,1.0,1.0
2025-06-16 00:00:00+00:00,2.0,2.0,10.0,5.0
2025-06-17 00:00:00+00:00,15.0,15.0,21.0,3.0
2025-06-18 00:00:00+00:00,3.0,3.0,16.0,7.0
2025-06-19 00:00:00+00:00,7.0,7.0,31.0,3.0
2025-06-20 00:00:00+00:00,3.0,3.0,14.0,4.0
2025-06-21 00:00:00+00:00,9.0,8.0,,
2025-06-22 00:00:00+00:00,1.0,1.0,11.0,3.0
2025-06-23 00:00:00+00:00,7.0,7.0,30.0,2.0
2025-06-24 00:00:00+00:00,6.0,6.0,1.0,1.0
2025-06-25 00:00:00+00:00,6.0,6.0,8.0,4.0
2025-06-26 00:00:00+00:00,9.0,7.0,66.0,4.0
2025-06-27 00:00:00+00:00,,,10.0,2.0
