time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,107,4,1.0,1.0
2025-04-20 00:00:00+00:00,6,4,,
2025-04-21 00:00:00+00:00,17,12,14.0,5.0
2025-04-22 00:00:00+00:00,1,1,9.0,6.0
2025-04-23 00:00:00+00:00,28,19,16.0,9.0
2025-04-24 00:00:00+00:00,185,8,138.0,15.0
2025-04-25 00:00:00+00:00,1,1,13.0,5.0
2025-04-26 00:00:00+00:00,4,2,6.0,4.0
2025-04-27 00:00:00+00:00,2,2,3.0,3.0
2025-04-28 00:00:00+00:00,4,4,31.0,5.0
2025-04-29 00:00:00+00:00,9,2,7.0,3.0
2025-04-30 00:00:00+00:00,10,10,15.0,14.0
2025-05-01 00:00:00+00:00,1,1,10.0,6.0
2025-05-02 00:00:00+00:00,17,6,61.0,3.0
