time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-09 00:00:00+00:00,5,2,4.0,3.0
2025-02-10 00:00:00+00:00,5,2,33.0,12.0
2025-02-11 00:00:00+00:00,6,3,30.0,8.0
2025-02-12 00:00:00+00:00,5,4,21.0,20.0
2025-02-13 00:00:00+00:00,10,7,18.0,7.0
2025-02-14 00:00:00+00:00,18,15,10.0,7.0
2025-02-15 00:00:00+00:00,4,3,5.0,3.0
2025-02-16 00:00:00+00:00,5,3,4.0,3.0
2025-02-17 00:00:00+00:00,2,2,9.0,6.0
2025-02-18 00:00:00+00:00,2,2,52.0,11.0
2025-02-19 00:00:00+00:00,6,5,8.0,7.0
2025-02-20 00:00:00+00:00,4,3,16.0,13.0
2025-02-21 00:00:00+00:00,38,6,11.0,5.0
2025-02-22 00:00:00+00:00,1,1,,
